archivo,duracion_total,audio_util,porcentaje_audio,num_frases,rms_mean,rms_std,rango_dinamico,clase
104_12_18_2024_CNOCgrabacion3_d.wav,45.0,15.872,35.27111111111111,4,0.07264959067106247,0.019200729206204414,0.07251554727554321,ivr_limpio
11_4_18_2026_Banamex_grabacion_0.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
11_4_18_2026_Banamex_grabacion_1.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
11_4_20_2026_Banamex_grabacion_0.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
11_4_21_2026_Banamex_grabacion_0.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
11_4_21_2026_Banamex_grabacion_1.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
11_4_21_2026_Banamex_grabacion_2.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
123_12_18_2024_CNOCgrabacion3_d.wav,45.0,27.136,60.30222222222223,6,0.12240020185709,0.05889279767870903,0.2290697991847992,gris
13_4_23_2026_BBVAgrabacion_0.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
14_4_23_2026_BBVAgrabacion_0.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
161_12_18_2024_CNOCgrabacion3_d.wav,45.0,26.208,58.239999999999995,6,0.13998878002166748,0.06534802913665771,0.2426876723766327,gris
18_4_22_2026_BBVAgrabacion_0.wav,30.0,0.0,0.0,0,0.0,0.0,0.0,silencio_real
1_2_13_2025_BBVAgrabacion3.wav,45.0,11.84,26.311111111111114,1,0.3184951841831207,0.13125017285346985,0.6268747448921204,sospechoso
1_2_13_2025_CNOCgrabacion3.wav,45.0,27.104,60.23111111111111,5,0.20224399864673615,0.05787305161356926,0.2972279191017151,gris
1_2_26_2025_BBVAgrabacion3.wav,45.0,17.984,39.964444444444446,5,0.24554678797721863,0.11231619119644165,0.5735589861869812,sospechoso
1_3_13_2026_Vidanta_grabacion3.wav,30.0,5.696,18.986666666666665,1,0.0,0.0,0.0,gris
1_3_14_2026_Vidanta_grabacion3.wav,30.0,6.176,20.586666666666666,1,0.07690971344709396,0.06692121177911758,0.29692307114601135,gris
